trxn_amt,pmt_method,product_cat,qty,cust_age,cust_loc,cust_device,fraudulent,acct_age_days,trxn_hour,year,month,day
237.02,credit card,toys & games,3,26,Cannonport,tablet,0,111,8,2024,2,15
26.01,debit card,health & beauty,5,45,Markborough,mobile,1,117,19,2024,3,6
31.08,credit card,home & garden,3,49,West Gregside,tablet,0,256,0,2024,1,27
159.25,PayPal,electronics,2,32,South Christinamouth,desktop,0,297,21,2024,2,5
17.15,credit card,toys & games,4,14,Richardschester,mobile,0,269,21,2024,3,7
509.92,bank transfer,home & garden,3,40,Jenniferchester,tablet,0,20,12,2024,2,17
126.62,debit card,clothing,3,24,New Angelicatown,desktop,1,22,0,2024,3,15
254.48,debit card,home & garden,4,38,South Ashleyfurt,tablet,0,108,20,2024,4,3
155.92,credit card,electronics,1,37,Hoffmanport,tablet,0,88,3,2024,1,17
277.88,bank transfer,electronics,5,38,New Lynnfurt,desktop,0,12,10,2024,2,2
250.9,PayPal,toys & games,3,13,Biancahaven,mobile,1,114,16,2024,2,17
115.15,debit card,electronics,5,36,South Adam,desktop,0,205,23,2024,3,23
151.7,debit card,clothing,5,70,South Kevin,mobile,0,216,4,2024,1,31
181.6,credit card,clothing,1,40,South Morganton,tablet,0,96,16,2024,3,30
393.63,PayPal,health & beauty,4,38,Lake William,tablet,0,129,14,2024,1,20
97.83,PayPal,clothing,5,28,Michellehaven,desktop,0,235,8,2024,1,14
251.05,debit card,clothing,1,33,South Catherinefort,desktop,0,221,16,2024,2,29
20.36,PayPal,toys & games,3,37,North Dorothy,mobile,0,298,21,2024,2,2
40.94,bank transfer,toys & games,3,34,Mooremouth,mobile,0,199,23,2024,1,12
538.19,bank transfer,health & beauty,1,23,Griffithburgh,tablet,0,289,7,2024,1,29
88.84,bank transfer,toys & games,2,41,New Eric,mobile,0,138,16,2024,1,4
127.81,debit card,health & beauty,4,26,North Chad,desktop,1,82,19,2024,3,17
588.48,bank transfer,electronics,4,33,East Eric,mobile,0,343,21,2024,3,29
628.06,debit card,electronics,5,30,Phillipsborough,desktop,0,47,21,2024,1,13
244.65,PayPal,toys & games,5,37,Burtonhaven,desktop,0,77,16,2024,2,28
11.8,bank transfer,clothing,2,35,Larryport,tablet,0,313,15,2024,1,16
248.95,credit card,electronics,3,45,South Mirandaburgh,tablet,1,221,2,2024,3,18
97.18,PayPal,electronics,3,35,West Margaret,tablet,0,282,15,2024,1,26
214.08,bank transfer,health & beauty,4,34,New Ambertown,desktop,0,333,18,2024,3,2
608.07,credit card,clothing,2,29,Brianstad,mobile,0,220,21,2024,1,3
72.49,credit card,home & garden,3,14,South Daniel,desktop,0,318,10,2024,3,1
456.74,debit card,health & beauty,2,29,Obrienhaven,tablet,0,70,6,2024,3,5
110.39,debit card,clothing,1,21,Jacobsside,desktop,0,56,10,2024,2,9
79.93,credit card,home & garden,1,17,Clarkfurt,tablet,0,52,4,2024,3,11
152.53,credit card,clothing,4,46,Amandastad,mobile,0,340,13,2024,2,5
398.43,credit card,home & garden,2,23,Port Samuel,mobile,0,208,19,2024,2,25
2526.0,credit card,home & garden,1,47,Danaland,tablet,1,23,19,2024,1,26
138.0,PayPal,home & garden,1,28,West Stacey,mobile,0,109,20,2024,1,2
63.51,PayPal,toys & games,5,29,Dukeburgh,mobile,0,123,12,2024,2,10
215.52,PayPal,clothing,1,42,North David,tablet,0,203,20,2024,1,14
821.39,debit card,clothing,4,35,Garciachester,tablet,0,250,12,2024,1,2
565.27,debit card,home & garden,4,32,North Samantha,desktop,0,83,7,2024,1,17
248.47,debit card,toys & games,1,19,North Wyatt,mobile,0,359,1,2024,3,5
53.03,debit card,toys & games,1,22,Port Erica,mobile,0,191,20,2024,2,15
136.94,credit card,home & garden,3,38,Port Anna,mobile,0,309,8,2024,2,12
290.64,PayPal,home & garden,2,27,East Norman,mobile,0,242,14,2024,3,13
60.7,PayPal,home & garden,3,25,Scottville,mobile,0,270,7,2024,3,19
26.26,PayPal,home & garden,5,37,North Jonathanview,desktop,0,335,6,2024,3,5
95.71,credit card,electronics,1,31,New Cherylstad,tablet,0,353,15,2024,1,31
215.43,bank transfer,electronics,1,52,Smithfurt,mobile,0,7,8,2024,3,17
200.81,bank transfer,health & beauty,1,32,Brettfort,tablet,0,10,9,2024,3,17
139.82,PayPal,clothing,4,24,New Michele,tablet,0,337,22,2024,1,4
128.9,debit card,toys & games,3,22,South Carl,mobile,1,188,10,2024,2,28
182.96,debit card,home & garden,3,31,West Mary,mobile,0,283,18,2024,3,12
89.29,PayPal,clothing,5,39,West Curtiston,mobile,0,132,13,2024,3,15
124.0,credit card,health & beauty,1,28,Brownmouth,mobile,0,172,12,2024,3,12
78.64,bank transfer,home & garden,4,38,Johnsonville,tablet,0,229,5,2024,3,26
180.05,bank transfer,health & beauty,2,22,Port Timothy,mobile,0,198,13,2024,3,19
162.08,debit card,toys & games,1,21,Port Michelleland,desktop,0,66,12,2024,4,2
198.23,PayPal,clothing,1,42,New Kyle,mobile,0,298,17,2024,3,24
49.95,PayPal,toys & games,5,54,Estradafurt,tablet,0,152,20,2024,2,1
17.97,bank transfer,home & garden,2,4,Jeffreystad,tablet,0,351,10,2024,2,20
73.65,PayPal,health & beauty,2,30,West Melissa,desktop,0,12,16,2024,1,24
317.26,PayPal,toys & games,3,49,Sullivanchester,desktop,0,41,19,2024,3,26
187.11,debit card,home & garden,4,30,South Jacob,tablet,0,210,7,2024,1,5
11.19,PayPal,electronics,3,51,Tiffanyville,mobile,0,208,6,2024,1,16
231.51,credit card,toys & games,1,33,New Jasonland,desktop,0,231,13,2024,3,11
233.14,credit card,health & beauty,5,35,New Timothy,tablet,0,246,15,2024,3,31
30.03,bank transfer,clothing,3,23,South Mary,desktop,0,145,13,2024,1,12
108.33,PayPal,clothing,1,31,West Pamela,tablet,0,119,9,2024,3,15
276.4,bank transfer,home & garden,3,29,New Carlosmouth,mobile,0,301,13,2024,1,22
161.82,credit card,electronics,1,35,East Ashley,mobile,0,77,5,2024,2,15
151.54,bank transfer,electronics,4,24,Jamesburgh,mobile,0,205,6,2024,3,18
322.89,PayPal,electronics,5,47,Donaldsonborough,desktop,0,269,0,2024,3,10
197.87,debit card,electronics,5,38,North Zachary,desktop,0,51,13,2024,1,26
41.66,credit card,electronics,2,33,West Adrian,tablet,0,205,2,2024,2,17
298.21,PayPal,toys & games,3,36,East Jessica,mobile,0,357,5,2024,2,3
44.49,debit card,toys & games,2,34,Lake Brittanyfort,tablet,0,358,8,2024,1,9
37.33,credit card,home & garden,2,21,Danaville,mobile,0,263,21,2024,3,4
378.09,PayPal,clothing,2,40,Christopherport,desktop,0,198,4,2024,2,20
52.5,bank transfer,electronics,1,17,Mccluremouth,tablet,0,256,8,2024,2,29
48.44,credit card,toys & games,5,23,Zacharybury,tablet,0,235,22,2024,2,25
52.53,credit card,home & garden,5,36,Barnettside,mobile,0,213,21,2024,3,19
192.71,credit card,home & garden,1,40,South Ann,desktop,0,317,6,2024,2,22
168.82,debit card,clothing,3,28,Haleyberg,mobile,0,173,1,2024,2,13
51.3,PayPal,toys & games,3,40,South Anaside,tablet,0,300,2,2024,2,9
241.9,credit card,home & garden,5,45,North Frank,desktop,0,98,2,2024,1,6
478.89,debit card,clothing,1,37,Gordonside,desktop,0,140,20,2024,2,17
363.84,bank transfer,clothing,4,36,Stevenbury,mobile,0,76,21,2024,3,12
1876.05,credit card,home & garden,5,39,Marciaview,desktop,1,32,21,2024,2,7
60.97,debit card,clothing,2,44,Jeremyhaven,tablet,0,80,9,2024,1,28
81.72,bank transfer,toys & games,4,35,Jessicaton,tablet,0,331,18,2024,1,22
331.53,PayPal,clothing,3,39,Phillipsberg,tablet,0,338,20,2024,1,22
29.97,debit card,home & garden,4,36,Port Lisa,mobile,0,38,13,2024,1,10
29.95,debit card,home & garden,1,48,Armstrongville,mobile,0,244,3,2024,2,12
85.42,debit card,clothing,3,27,Michaelchester,desktop,0,207,23,2024,2,17
193.95,bank transfer,toys & games,4,33,South Donnamouth,tablet,0,302,17,2024,2,6
168.08,bank transfer,toys & games,1,26,South Ronald,tablet,0,266,21,2024,3,1
376.19,credit card,clothing,4,34,North Morganfurt,tablet,0,6,16,2024,2,1
135.34,bank transfer,health & beauty,1,37,East Catherinefurt,mobile,0,281,20,2024,2,22
20.54,credit card,health & beauty,3,33,Port Regina,mobile,0,278,1,2024,1,30
153.37,bank transfer,toys & games,3,48,Nielsenhaven,tablet,0,66,20,2024,2,19
52.74,debit card,toys & games,2,28,Lake Catherinestad,tablet,0,45,8,2024,4,5
253.79,debit card,home & garden,2,42,Evanton,desktop,1,21,4,2024,3,3
863.56,PayPal,toys & games,5,30,Wrightstad,mobile,0,292,18,2024,2,6
241.54,credit card,clothing,5,50,Oliviachester,desktop,0,108,18,2024,2,19
22.47,credit card,electronics,3,31,Kathleenborough,mobile,0,54,18,2024,1,14
200.44,PayPal,clothing,5,29,Marychester,desktop,0,55,11,2024,3,25
87.35,credit card,toys & games,1,18,North Scott,desktop,0,60,16,2024,1,30
242.8,bank transfer,electronics,4,31,Dyermouth,mobile,0,143,1,2024,1,25
62.08,debit card,clothing,2,43,Franklinfurt,tablet,0,334,9,2024,2,18
110.51,bank transfer,clothing,2,30,West Josephmouth,tablet,0,177,3,2024,2,15
40.64,bank transfer,clothing,1,40,East Ronaldport,desktop,0,141,16,2024,1,19
31.26,credit card,health & beauty,5,30,West Taylor,mobile,0,184,13,2024,2,24
550.27,PayPal,clothing,1,37,North Emilyville,tablet,0,114,9,2024,1,15
147.1,PayPal,health & beauty,3,53,Lake William,desktop,0,231,17,2024,2,17
500.9,bank transfer,clothing,2,28,Lake Richardside,mobile,0,100,8,2024,1,7
84.16,credit card,clothing,3,43,South Michelleville,mobile,0,191,23,2024,2,22
175.98,bank transfer,home & garden,2,41,North Jeanne,tablet,0,141,15,2024,1,2
32.7,debit card,toys & games,5,33,West Nathaniel,desktop,0,317,7,2024,1,9
13.85,debit card,clothing,5,34,Arianaberg,desktop,0,56,7,2024,2,12
126.78,debit card,clothing,5,24,South Paul,mobile,0,360,23,2024,3,18
18.14,PayPal,toys & games,2,16,Port Scottside,tablet,0,76,16,2024,1,3
95.12,bank transfer,electronics,1,42,Hendersonbury,desktop,0,276,13,2024,2,14
206.71,PayPal,clothing,3,47,North Tannerberg,mobile,0,47,23,2024,3,7
226.83,debit card,home & garden,2,45,Jameshaven,mobile,0,182,0,2024,3,6
51.01,bank transfer,electronics,5,15,Glennland,mobile,0,211,11,2024,2,26
79.47,bank transfer,electronics,1,63,North Jackie,tablet,0,1,10,2024,4,2
24.41,bank transfer,toys & games,1,44,Stevenchester,mobile,0,184,2,2024,1,20
282.23,PayPal,home & garden,1,33,New David,tablet,0,172,11,2024,3,28
284.81,debit card,electronics,5,39,Santanafort,desktop,0,159,21,2024,3,25
665.72,debit card,electronics,5,37,Rileystad,mobile,0,286,18,2024,2,5
490.29,bank transfer,toys & games,3,15,Dustinfort,desktop,0,191,10,2024,2,3
299.97,bank transfer,clothing,5,28,Breannaside,tablet,0,131,14,2024,2,11
32.23,debit card,clothing,5,46,Brooksmouth,tablet,0,66,8,2024,3,25
217.75,debit card,home & garden,4,53,North Jessica,desktop,1,8,3,2024,2,14
81.34,credit card,electronics,4,40,North Paige,tablet,0,271,0,2024,3,20
25.46,debit card,clothing,5,29,Garciaborough,tablet,0,359,2,2024,2,22
312.17,credit card,health & beauty,1,27,Hunthaven,tablet,0,136,3,2024,3,5
175.29,credit card,clothing,4,30,Ericmouth,desktop,0,134,19,2024,3,7
217.77,credit card,electronics,5,46,South Justin,mobile,0,159,1,2024,3,27
178.04,PayPal,health & beauty,3,16,Vasquezshire,tablet,0,35,22,2024,3,23
14.17,PayPal,health & beauty,1,23,East Andrew,tablet,1,142,11,2024,2,19
190.32,credit card,toys & games,1,31,Patrickmouth,tablet,0,244,2,2024,3,18
259.43,PayPal,health & beauty,4,57,Port James,mobile,0,108,1,2024,3,3
44.91,debit card,clothing,1,35,Stephaniechester,tablet,0,84,16,2024,2,3
149.08,PayPal,clothing,2,45,Duartestad,desktop,0,56,0,2024,1,11
27.29,credit card,clothing,4,40,North Edwin,tablet,0,206,22,2024,1,2
145.11,PayPal,clothing,4,31,Lake Thomas,tablet,0,36,3,2024,3,26
13.17,bank transfer,home & garden,5,36,North Anthony,desktop,0,49,15,2024,2,17
126.61,PayPal,clothing,3,51,East Donna,desktop,0,162,21,2024,2,6
50.9,PayPal,electronics,3,35,North Janicestad,tablet,0,362,13,2024,3,13
16.97,PayPal,electronics,5,24,North Robert,desktop,0,158,13,2024,1,18
20.93,debit card,home & garden,4,49,South Lisashire,tablet,0,203,23,2024,1,2
399.76,credit card,home & garden,2,27,Westville,mobile,1,253,4,2024,3,24
74.77,credit card,electronics,4,36,Valerieberg,desktop,0,140,1,2024,2,5
47.6,PayPal,toys & games,3,32,Campostown,desktop,0,219,14,2024,1,6
120.86,debit card,health & beauty,1,31,Stephenmouth,mobile,0,3,15,2024,1,9
46.71,debit card,clothing,2,34,East Martha,mobile,0,258,8,2024,3,20
301.45,debit card,home & garden,5,29,Lake Evan,desktop,0,140,11,2024,1,17
116.1,credit card,home & garden,3,35,Carolhaven,tablet,0,363,16,2024,2,29
53.82,PayPal,electronics,1,44,Santoschester,desktop,0,202,16,2024,2,11
14.09,debit card,toys & games,1,31,Clarkport,tablet,0,13,9,2024,1,17
49.38,credit card,toys & games,1,40,Port Laura,tablet,0,135,17,2024,3,10
275.8,credit card,clothing,1,38,Weeksland,desktop,0,21,16,2024,1,31
103.48,credit card,toys & games,4,38,Nelsonburgh,desktop,0,114,22,2024,1,11
41.31,credit card,clothing,3,36,North Joseph,desktop,0,153,12,2024,1,11
505.6,debit card,toys & games,3,41,Andersonville,desktop,0,228,8,2024,2,24
116.31,bank transfer,electronics,2,36,Lake Matthewburgh,desktop,0,273,7,2024,3,10
45.39,bank transfer,health & beauty,2,42,Riveratown,desktop,0,68,15,2024,1,29
101.09,PayPal,toys & games,1,43,South Davidbury,desktop,0,360,20,2024,3,5
44.29,credit card,toys & games,1,33,Danielfort,tablet,0,28,11,2024,1,8
46.22,credit card,clothing,5,47,Wolfstad,desktop,0,352,23,2024,1,10
229.41,credit card,home & garden,2,46,Lauraborough,desktop,0,294,3,2024,2,17
131.29,credit card,health & beauty,5,39,North David,mobile,0,328,4,2024,4,5
51.03,credit card,clothing,5,30,Lake Jennifer,desktop,0,343,12,2024,1,5
385.92,PayPal,toys & games,1,38,Andersonshire,mobile,0,362,17,2024,1,21
551.43,bank transfer,toys & games,4,36,South Jennifer,mobile,1,154,16,2024,3,11
238.44,PayPal,health & beauty,3,23,New Katherinechester,mobile,0,36,15,2024,1,16
89.32,credit card,toys & games,1,29,Santiagoview,desktop,1,358,16,2024,3,18
493.48,bank transfer,clothing,2,24,Maryfort,tablet,0,171,5,2024,2,7
56.74,bank transfer,clothing,5,40,Smithbury,mobile,1,16,4,2024,3,11
41.16,credit card,health & beauty,2,44,Lake Jonathanbury,tablet,0,278,7,2024,2,29
62.06,PayPal,electronics,1,42,West Guyborough,tablet,0,63,7,2024,1,25
158.87,bank transfer,clothing,4,25,Lake Brian,tablet,0,203,1,2024,1,31
192.56,credit card,toys & games,5,29,Sandyside,tablet,0,115,3,2024,3,28
39.46,bank transfer,home & garden,5,22,North Thomas,desktop,0,330,16,2024,1,2
624.97,bank transfer,electronics,2,27,West James,mobile,0,146,5,2024,3,16
18.85,bank transfer,electronics,2,40,South Shannon,desktop,0,297,19,2024,1,12
177.76,credit card,electronics,1,39,Jamesborough,tablet,0,73,19,2024,2,15
96.8,credit card,home & garden,5,45,New Matthewmouth,tablet,0,167,23,2024,3,25
105.02,credit card,electronics,2,38,Allisonton,tablet,0,347,22,2024,1,2
284.26,debit card,toys & games,3,23,Jillview,mobile,1,350,9,2024,3,24
44.65,debit card,electronics,5,44,New Monica,mobile,0,183,12,2024,1,12
614.13,credit card,home & garden,1,28,North Joelburgh,desktop,0,116,21,2024,2,13
34.26,PayPal,electronics,5,35,Autumnbury,desktop,0,122,14,2024,1,12
473.93,PayPal,electronics,1,27,Zacharyland,mobile,0,71,13,2024,1,4
84.0,debit card,clothing,5,44,East Mark,mobile,0,235,19,2024,1,1
276.16,credit card,clothing,1,36,Youngchester,desktop,0,150,1,2024,3,11
235.96,credit card,health & beauty,5,25,Brownport,desktop,0,11,7,2024,2,25
205.03,PayPal,home & garden,4,42,Codyland,tablet,0,80,14,2024,3,3
120.96,credit card,clothing,3,43,Collierfort,tablet,0,53,18,2024,3,19
464.26,bank transfer,health & beauty,1,26,North Amanda,mobile,0,147,23,2024,4,6
84.23,credit card,home & garden,4,27,Jenniferside,mobile,0,161,5,2024,1,8
426.83,debit card,health & beauty,1,24,Bryanhaven,desktop,0,325,7,2024,1,5
450.99,debit card,toys & games,5,35,West Amanda,desktop,0,315,17,2024,2,11
321.5,bank transfer,toys & games,2,29,Pierceshire,desktop,1,17,0,2024,4,5
246.12,bank transfer,toys & games,3,25,Pamelaberg,tablet,0,361,5,2024,1,16
88.88,bank transfer,clothing,1,29,Karenshire,tablet,0,141,14,2024,2,25
11.22,credit card,electronics,1,31,Hammondton,mobile,0,284,6,2024,1,20
351.38,PayPal,electronics,3,42,North Jose,mobile,0,151,17,2024,2,5
83.28,PayPal,electronics,4,43,New Robynmouth,tablet,0,278,12,2024,1,22
468.22,credit card,toys & games,5,42,Chapmanchester,tablet,0,3,14,2024,2,21
684.0,PayPal,electronics,5,44,East Mckenzie,mobile,0,107,14,2024,2,24
14.2,PayPal,health & beauty,4,28,Port Evanview,desktop,0,235,6,2024,1,12
44.63,PayPal,clothing,5,24,Lindseybury,mobile,0,286,8,2024,2,11
197.19,PayPal,toys & games,4,52,Morseland,tablet,0,188,15,2024,1,14
345.88,debit card,home & garden,5,10,Port Michael,tablet,0,264,5,2024,1,6
68.81,debit card,home & garden,5,21,New Ericaburgh,tablet,0,48,3,2024,1,4
920.26,debit card,electronics,2,31,North Gilbert,tablet,0,118,8,2024,1,18
430.8,PayPal,home & garden,5,23,Davistown,desktop,0,149,4,2024,1,17
472.18,PayPal,electronics,5,31,West Kimberlyton,tablet,0,32,6,2024,2,2
104.21,bank transfer,health & beauty,3,21,New Roberthaven,mobile,0,325,20,2024,3,4
160.12,bank transfer,health & beauty,2,46,Schmidtfort,mobile,0,146,0,2024,3,24
62.14,bank transfer,home & garden,1,49,Hillborough,mobile,0,22,0,2024,3,22
178.99,credit card,home & garden,3,32,Kathrynmouth,tablet,0,29,17,2024,3,21
197.82,PayPal,electronics,2,59,Alishaport,tablet,0,333,4,2024,1,11
36.58,credit card,electronics,2,22,Palmermouth,desktop,0,270,20,2024,4,3
310.25,debit card,clothing,5,31,Lake Deannaview,tablet,0,44,20,2024,1,5
665.38,bank transfer,toys & games,4,50,West Shane,mobile,0,324,6,2024,3,11
168.95,credit card,home & garden,4,26,Taylorberg,mobile,0,179,20,2024,3,15
256.41,bank transfer,clothing,1,44,New Stephenview,tablet,0,296,5,2024,2,27
153.73,debit card,toys & games,1,39,New Marissaview,tablet,0,69,8,2024,3,20
28.16,credit card,home & garden,3,39,Alvaradoton,desktop,0,351,21,2024,2,29
12.88,bank transfer,home & garden,4,35,East Elizabeth,mobile,0,124,21,2024,2,5
400.32,PayPal,toys & games,4,37,Margaretberg,tablet,0,340,12,2024,1,6
79.86,credit card,health & beauty,5,37,Perezborough,tablet,0,21,9,2024,3,25
86.47,credit card,health & beauty,3,38,Port Jessica,mobile,0,277,12,2024,3,12
167.05,bank transfer,toys & games,5,28,Catherineville,tablet,0,74,9,2024,1,17
24.81,PayPal,home & garden,5,41,South Heatherside,mobile,0,116,5,2024,2,20
144.19,debit card,health & beauty,5,22,Smithtown,tablet,0,346,2,2024,2,20
124.8,debit card,clothing,5,37,Danielmouth,mobile,0,47,21,2024,3,15
232.46,debit card,electronics,2,37,North Brittneyland,desktop,0,356,22,2024,1,17
1415.56,debit card,health & beauty,4,39,Brittanyland,mobile,0,180,23,2024,3,25
107.8,debit card,toys & games,3,48,Alexanderhaven,mobile,0,44,8,2024,1,9
358.94,bank transfer,clothing,2,52,West Anthony,tablet,0,185,2,2024,1,6
13.36,credit card,health & beauty,5,35,Watsonshire,mobile,0,141,23,2024,2,9
62.0,debit card,clothing,3,40,Michaelburgh,tablet,0,322,7,2024,1,28
199.01,PayPal,toys & games,5,35,Hensleyberg,tablet,0,200,22,2024,1,18
61.28,credit card,health & beauty,3,32,Charlesborough,mobile,0,117,10,2024,1,12
393.23,credit card,home & garden,3,43,Webertown,tablet,0,281,2,2024,1,9
15.77,bank transfer,clothing,2,42,New Frankport,desktop,0,93,16,2024,2,4
656.3,credit card,electronics,2,47,Nicholasfurt,desktop,0,260,2,2024,2,2
52.93,bank transfer,electronics,3,53,New John,desktop,0,338,13,2024,3,6
151.29,PayPal,toys & games,2,38,East Sherrystad,tablet,0,85,2,2024,2,24
194.38,PayPal,toys & games,4,21,Lindseyport,tablet,0,205,13,2024,2,4
446.9,PayPal,home & garden,5,19,South Stephanieborough,desktop,0,304,1,2024,2,7
10.2,PayPal,home & garden,5,36,Davidshire,desktop,0,14,18,2024,1,12
187.25,debit card,clothing,3,39,Morrisonport,desktop,0,333,8,2024,2,9
206.69,bank transfer,electronics,3,43,Port Anthony,mobile,0,306,3,2024,2,3
40.28,credit card,electronics,5,51,East Rachel,mobile,0,113,13,2024,3,6
373.25,credit card,clothing,3,16,Thomasbury,mobile,0,90,0,2024,1,28
185.95,bank transfer,electronics,2,27,Herrerafort,mobile,0,174,18,2024,2,20
33.09,PayPal,clothing,1,29,Jacquelinehaven,tablet,0,115,4,2024,2,1
87.77,credit card,toys & games,3,31,Craigview,desktop,0,278,14,2024,2,29
234.13,bank transfer,health & beauty,4,6,Jonathanside,tablet,0,302,11,2024,2,27
112.36,debit card,home & garden,1,56,Carlville,desktop,0,48,10,2024,2,15
500.45,credit card,toys & games,1,44,New Jeremy,tablet,0,85,23,2024,3,9
116.58,PayPal,electronics,3,41,Bernardside,mobile,0,318,6,2024,3,25
321.13,PayPal,electronics,3,32,West Alice,mobile,0,124,1,2024,3,10
102.05,bank transfer,home & garden,2,46,Fisherhaven,mobile,0,176,5,2024,3,3
204.81,PayPal,health & beauty,5,46,South Matthewtown,desktop,0,98,18,2024,3,30
140.77,credit card,health & beauty,1,35,West Joelburgh,mobile,0,124,7,2024,4,1
73.43,PayPal,toys & games,5,38,Chadfurt,desktop,0,147,23,2024,1,25
21.92,credit card,toys & games,1,42,Edwardsmouth,desktop,0,179,17,2024,3,31
115.86,credit card,clothing,1,20,West Susanville,mobile,0,78,19,2024,3,31
56.66,credit card,clothing,1,33,Ricardoland,mobile,0,168,11,2024,3,1
142.19,credit card,health & beauty,2,35,Riceport,tablet,0,134,21,2024,1,9
22.68,bank transfer,electronics,4,42,Woodsbury,desktop,0,264,17,2024,1,30
10.59,bank transfer,health & beauty,4,15,Amberborough,tablet,0,287,8,2024,2,18
11.74,PayPal,electronics,2,21,Port Nathanielfort,tablet,0,90,15,2024,1,13
28.13,debit card,electronics,3,26,Marktown,desktop,0,284,2,2024,3,27
93.91,bank transfer,toys & games,1,30,New Katie,mobile,0,237,17,2024,2,24
12.99,PayPal,clothing,4,25,Jenkinsville,mobile,0,267,21,2024,1,7
169.79,PayPal,electronics,5,36,East Charlesland,mobile,0,148,4,2024,1,10
148.43,debit card,toys & games,5,24,New Matthewchester,desktop,0,247,9,2024,2,22
99.25,PayPal,toys & games,2,28,Lake Crystal,desktop,0,350,9,2024,2,17
28.96,debit card,electronics,2,40,South Christine,tablet,0,289,11,2024,4,1
191.8,PayPal,electronics,3,41,New Cathyfort,mobile,0,183,1,2024,3,19
473.18,credit card,health & beauty,1,30,Fisherton,tablet,0,47,2,2024,3,5
101.13,credit card,toys & games,2,41,West Stephen,tablet,0,290,13,2024,1,6
10.12,bank transfer,home & garden,2,22,Port Glenn,tablet,0,27,9,2024,3,28
332.63,debit card,health & beauty,5,41,Colonport,desktop,0,20,13,2024,3,29
54.1,PayPal,electronics,3,35,Jonesberg,desktop,0,348,13,2024,2,19
272.34,bank transfer,health & beauty,3,29,North Victor,tablet,0,232,14,2024,1,30
482.46,PayPal,home & garden,3,32,North Alexanderport,tablet,0,60,4,2024,1,21
10.87,debit card,clothing,3,30,Gardnertown,mobile,0,178,1,2024,2,11
31.07,debit card,toys & games,3,35,Johnsonton,mobile,0,10,10,2024,3,9
90.66,debit card,home & garden,5,48,Stevenfort,tablet,0,88,16,2024,2,28
51.95,PayPal,toys & games,4,32,Port Debbie,mobile,0,309,8,2024,2,11
21.19,debit card,electronics,4,47,Livingstonland,tablet,0,263,0,2024,2,15
347.22,PayPal,home & garden,3,36,Hendersonland,tablet,0,272,10,2024,3,5
238.69,credit card,health & beauty,2,37,Jamesberg,mobile,0,309,15,2024,1,26
33.03,PayPal,clothing,3,33,Smithland,tablet,0,277,18,2024,3,9
77.72,bank transfer,health & beauty,5,34,North Brianview,mobile,0,174,0,2024,2,13
331.84,bank transfer,clothing,1,16,North Norma,mobile,0,326,11,2024,4,6
144.6,bank transfer,health & beauty,3,40,Margarettown,tablet,1,184,3,2024,4,7
165.27,PayPal,health & beauty,1,37,Lake Paigefurt,mobile,0,265,8,2024,2,22
84.03,PayPal,health & beauty,2,39,Ortizberg,desktop,1,9,5,2024,3,22
135.88,credit card,home & garden,3,48,Tammyshire,tablet,0,147,23,2024,3,20
486.42,bank transfer,health & beauty,5,25,Russellburgh,mobile,0,261,14,2024,1,29
348.64,debit card,toys & games,3,43,East Elizabethview,tablet,0,245,7,2024,2,21
80.81,debit card,electronics,2,37,South Michelle,tablet,0,271,17,2024,2,29
259.8,credit card,clothing,4,32,Rachelshire,mobile,0,38,16,2024,1,20
332.07,debit card,clothing,1,33,Smithbury,desktop,0,256,14,2024,1,24
507.87,bank transfer,home & garden,2,58,Cannonmouth,mobile,0,175,23,2024,1,25
293.97,debit card,electronics,3,47,South Andrew,mobile,0,331,21,2024,1,17
413.6,credit card,electronics,2,44,Tonyabury,tablet,0,91,21,2024,1,24
57.94,PayPal,clothing,1,50,North Robertbury,mobile,0,244,19,2024,3,25
161.83,debit card,toys & games,1,44,New Anita,tablet,0,101,17,2024,2,1
148.28,bank transfer,toys & games,5,38,Coopermouth,tablet,0,144,5,2024,2,10
41.88,credit card,electronics,4,36,Klinestad,tablet,0,170,7,2024,1,11
76.82,debit card,clothing,5,33,Melissaburgh,mobile,0,43,7,2024,2,28
43.19,bank transfer,clothing,4,33,Cookberg,desktop,0,178,17,2024,3,27
499.12,bank transfer,home & garden,1,43,New Victor,tablet,0,51,3,2024,2,24
68.23,bank transfer,clothing,5,19,Clarkfort,mobile,0,197,10,2024,2,7
20.71,PayPal,home & garden,3,26,Port Susanland,mobile,0,356,3,2024,2,14
10.69,bank transfer,health & beauty,1,28,Powerschester,mobile,0,51,21,2024,1,4
102.6,PayPal,home & garden,2,38,Seanhaven,mobile,0,140,17,2024,3,21
286.92,bank transfer,electronics,3,36,Lake Matthew,mobile,0,329,7,2024,2,29
52.02,PayPal,electronics,3,44,North Jaredchester,tablet,0,35,6,2024,1,14
234.84,debit card,toys & games,2,45,Elizabethchester,desktop,0,312,19,2024,2,2
77.41,bank transfer,toys & games,1,12,Port Jeffrey,desktop,0,174,9,2024,2,26
154.7,bank transfer,health & beauty,2,45,Lake Patrickhaven,desktop,0,72,12,2024,3,22
20.9,credit card,health & beauty,4,28,Gonzalezburgh,desktop,0,290,2,2024,2,3
397.51,PayPal,toys & games,1,35,South Manuel,desktop,0,311,18,2024,1,1
825.97,credit card,home & garden,4,38,Emilyfort,tablet,0,183,5,2024,4,3
537.57,PayPal,electronics,5,37,Torresland,desktop,0,77,21,2024,1,10
